datetime,value,kind
2025-01-01,-0.07815486548151614,stationary_noise
2025-01-02,-0.09816037346683433,stationary_noise
2025-01-03,-0.02068177799911554,stationary_noise
2025-01-04,-0.030552348501384996,stationary_noise
2025-01-05,-0.025615352273365827,stationary_noise
2025-01-06,-0.13541633429038114,stationary_noise
2025-01-07,0.1153894649109589,stationary_noise
2025-01-08,-0.07780740781165256,stationary_noise
2025-01-09,-0.19673714809701448,stationary_noise
2025-01-10,-0.06046537687941572,stationary_noise
2025-01-11,0.05387762254209636,stationary_noise
2025-01-12,-0.0962643436484528,stationary_noise
2025-01-13,0.06939105428658442,stationary_noise
2025-01-14,0.010559398372192242,stationary_noise
2025-01-15,-0.05256151637011483,stationary_noise
2025-01-16,-0.0794192644382366,stationary_noise
2025-01-17,0.0132121807002649,stationary_noise
2025-01-18,-0.06951009696304307,stationary_noise
2025-01-19,0.0037590063435326993,stationary_noise
2025-01-20,-0.02648115778563423,stationary_noise
2025-01-21,-0.15817917695499445,stationary_noise
2025-01-22,-0.11698037955518739,stationary_noise
2025-01-23,-0.13301365555635777,stationary_noise
2025-01-24,0.12323318093108322,stationary_noise
2025-01-25,-0.08683998975724089,stationary_noise
2025-01-26,-0.09086598190512576,stationary_noise
2025-01-27,0.07663284127961578,stationary_noise
2025-01-28,0.08531315837071048,stationary_noise
2025-01-29,0.023888902768729604,stationary_noise
2025-01-30,-0.07776048145535878,stationary_noise
2025-01-31,0.10739072679057429,stationary_noise
2025-02-01,0.13971450184994116,stationary_noise
2025-02-02,-0.05034423953611189,stationary_noise
2025-02-03,-0.14450794061502495,stationary_noise
2025-02-04,-0.030332509205544603,stationary_noise
2025-02-05,-0.10633408431978011,stationary_noise
2025-02-06,-0.12956444409521353,stationary_noise
2025-02-07,0.025432062026661834,stationary_noise
2025-02-08,-0.08889285520623484,stationary_noise
2025-02-09,-0.13066249708996297,stationary_noise
2025-02-10,0.11365284974719736,stationary_noise
2025-02-11,-0.08104518706012875,stationary_noise
2025-02-12,-0.05791539919257646,stationary_noise
2025-02-13,-0.022689410567718157,stationary_noise
2025-02-14,0.008722717214928778,stationary_noise
2025-02-15,-0.029267518101127016,stationary_noise
2025-02-16,0.052300751508649074,stationary_noise
2025-02-17,0.15799669986001041,stationary_noise
2025-02-18,-0.06226220509708526,stationary_noise
2025-02-19,-0.14355243249302463,stationary_noise
2025-02-20,-0.07426487559067636,stationary_noise
2025-02-21,0.1211363782494729,stationary_noise
2025-02-22,0.17454703822728715,stationary_noise
2025-02-23,-0.06390210535128292,stationary_noise
2025-02-24,0.12953159291347305,stationary_noise
2025-02-25,-0.1794359438934141,stationary_noise
2025-02-26,0.12433530696986812,stationary_noise
2025-02-27,0.15920452908203997,stationary_noise
2025-02-28,0.04989081405624643,stationary_noise
2025-03-01,-0.11745455714584095,stationary_noise
2025-03-02,-0.12451918536960285,stationary_noise
2025-03-03,-0.15510739791133243,stationary_noise
2025-03-04,0.13174928770913993,stationary_noise
2025-03-05,0.007468007557339959,stationary_noise
2025-03-06,-0.026205837463431986,stationary_noise
2025-03-07,-0.09301520535725288,stationary_noise
2025-03-08,0.11192210838492403,stationary_noise
2025-03-09,0.04048129636769289,stationary_noise
2025-03-10,-0.010284677033957836,stationary_noise
2025-03-11,-0.0983440653061518,stationary_noise
2025-03-12,-0.28858672381899997,stationary_noise
2025-03-13,0.110923966721149,stationary_noise
2025-03-14,0.04951251475812501,stationary_noise
2025-03-15,-0.03961310320967047,stationary_noise
2025-03-16,0.21101377318522396,stationary_noise
2025-03-17,0.05502773884140708,stationary_noise
2025-03-18,0.0261516966049549,stationary_noise
2025-03-19,-0.27339463777445827,stationary_noise
2025-03-20,0.12117568794341947,stationary_noise
2025-03-21,0.13437956625166503,stationary_noise
